,textID,selected_text,text,sentiment
2352,b8332c63c9, the new video is both and find you can t a brain for neutral , if the drive is automatically ejecting supported discs ie cd r and you can t boot from a disc it s time for applecare,difficulttweet
2353,da62e66fac,worst ever the  neutral ,omfg one of the worst days ever ,difficulttweet
2354,d3ac1634fc,i love positive ,i love the dreambears i want a best friend ,difficulttweet
2355,ae5b8cf7aa,me too  negative ,rofl me too ,difficulttweet
2356,2fe4f05a35, so i , louise bless ya i know that feeling all too well ,difficulttweet
2357,aee0796720,what chance a  neutral ,working during graduation what a shame ,difficulttweet
2358,5b6212874a, win sure i neutral , penguins win in ot probably why you were busy one more game to win ,difficulttweet
2359,49d708c7b8, dang i stuck in my with neutral , dang i should have stuck with him in my fantasty picks,difficulttweet
2360,360583f897,oh wait to do positive , oh hahahahahaha but no seriously i tell the wait staff they look great all the time its the easiest nice thing to do,difficulttweet
2361,123704488c,love positive ,subway im going to get subway love it ate it often when i was in new zealand ,difficulttweet
2362,3d22669847, negative , eh june 15th are you going to the signing on the 18th i think it is x,difficulttweet
2363,a47a7599e3, what are you , what are you designing ,difficulttweet
2364,cbb9d08353, negative , or green day boulevard of broken dream hinder lips of an angel howie day collide that was such a nice song,difficulttweet
2365,43cf42df19,watching the movie is my love neutral ,watching snl because the love of my life is hosting,difficulttweet
2366,82319bb9ef,11 negative ,11 11 i made a wish,difficulttweet
2367,0f7696a955,it s as and ,listening to maylene and wondering why cant i pull off as many cool southern metal licks as them,difficulttweet
2368,5213af0cf4, come poor , poor tony come play scrabble on facebook ,difficulttweet
2369,c400b1fb2f, awe neutral , awe,difficulttweet
2370,225e7973da, me neutral , follow me ,difficulttweet
2371,9a9fa3f033,love positive ,i love these app things it be hella awesome bro ,difficulttweet
2372,4bf04f6e67, ah well i , ah gotcha well i m curious to hear what you thought of wolverine then if you actually went and saw it ,difficulttweet
2373,989ba2d8e7, i , i need to buy it for the iphone it s such a good app only works on wi fi though,difficulttweet
2374,cb4adb2254,i wanna do miss negative ,i wanna do something tonight after work but i dunno what ,difficulttweet
2375,e4ecd62689,it rains and so  positive ,my car has an alarm immobiliser so it makes it incredibly complicated and costly i have no key code neither for the immobiliser ,difficulttweet
2376,adb0fc398e,glad positive ,hello twitterfon i m so glad you re back,difficulttweet
2377,46ffb6bd0e, i think only on please tell me neutral , i think you should follow me as i only have on follower stalk me please,difficulttweet
2378,20bf68a459, hug for you neutral , fingers crossed for you ,difficulttweet
2379,e0f831f552,awesome  positive , awesome tell me if its good i might watch it,difficulttweet
2380,968910f054, anytime , mgm grand mraz on stage no doubling back opener lots of old memories flooding back,difficulttweet
2381,5cc015ed85,not much in negative , not quite as much hmmm products in us that are not in canada idk do you have covergirl ,difficulttweet
2382,380c3d243a,finally for ,almost ready for new beta until we found a showstopping bug please standby ,difficulttweet
2383,489b7fc86b, hugs neutral , hugs why ,difficulttweet
2384,05198b8107,my , my sisters crying my eyes out hubby called from iraq spoke for n2 minutes heard popping sounds in the background and call dropped ,difficulttweet
2385,3c4cd5a819,so and for ,my house is so sad looking without all of the furniture air mattressing it for 2 nights and then i m officially moved from knoxville ,difficulttweet
2386,d276268ebf,sorry negative ,uh oh it s becoming grey again out here i hope it s not one of those pop up showers on the way ,difficulttweet
2387,78e07d2075, you , girl you know beauty has a price,difficulttweet
2388,e7a714bd8a,working on internet im 20 my  neutral ,my gawwddd 6 headshotss inna row im on fyaaahhh ,difficulttweet
2389,9c8ad0b932,that s ,it s officially the start and the end of my summer oh summer school,difficulttweet
2390,f765bed159, oh that but , oh mann me likey that but sadly i m not bein auctioned on twpp tonight,difficulttweet
2391,3e661b33eb,glad positive ,ill catch you at the very last second,difficulttweet
2392,17029c297a,they feel going like my crazy  neutral ,ugh my feet feel like they re going to fall off ,difficulttweet
2393,565e68ade9,going to bed neutral ,going to bed going back to korea tomorrow,difficulttweet
2394,d4753cae10,yes too hell  negative , hell yes i m too late ,difficulttweet
2395,601a57c65a, someone join out as that of the me for neutral , perhaps they see it as the twitter version of pulling someone s pigtails let me know if that works out for you ,difficulttweet
2396,17bddf4bf3,i m really good the kids call that will nothing out very a thing feel for can t neutral ,i m doing an advert 4 the make a wish foundation i can t find photos of kids looking close to death that s a good thing for the kids,difficulttweet
2397,127260366f,hope positive , hi isla i hope it does too ,difficulttweet
2398,42a95b10b3,too only days from work my s neutral ,only 5mins till my baby s back from work,difficulttweet
2399,9630a8a60e,can t get some of out negative ,need some pizza can t get out of office,difficulttweet
2400,02b6664fc0, tea new neutral ,bollywood fims egyptian tea,difficulttweet
2401,74e71ffd48,i m getting ready for the 2 today neutral ,i am having serious cig craving head for kitchen let the non smoker weight gain begin,difficulttweet
2402,2bb3411362,seriously  negative ,is seriously heartbroken ,difficulttweet
2403,172b9d5155,eyes hurt but negative ,sticks and stones may break my bones but words will hurt forever ,difficulttweet
2404,a3893b1fce,up getting ready for and to neutral ,up and at m getting ready for work,difficulttweet
2405,6bdaadbc09, um must go to oh no more are not gonna get there neutral , hey kevin yeah this one s gonna be a toughie for sure not much sleep oh well only 8 hours to go,difficulttweet
2406,949020a350,oh  ,oh no it s raining on our sea world parade ,difficulttweet
2407,d8d52d2cb2,i m t one ,i m loving please don t leave me by pink ,difficulttweet
2408,63a1fa4db7,thanks for the , thanks for the answer i had been wondering the whole week,difficulttweet
2409,8362ba6ae2,wish i was feel you put a some of again s been here  neutral ,back time i wish i was a teenager again i wish i could feel healthy again i can t remember what it s like to feel healthy anymore ,difficulttweet
2410,89d0e4972c, it , me too i wish it would just say who has unfollowed,difficulttweet
2411,ac4f58fce3,happy positive , nylana an happy mother s day ,difficulttweet
2412,e8641ec31d,p negative ,phase 2 was a success self discovery is vital phase 3 is only mins away cool classy baby shout out 2 d yeah mane ,difficulttweet
2413,a56416d946,haha love positive , preet haha one of the many reasons i love you,difficulttweet
2414,efbd798924,welcome positive , always welcome sweetie hugs ,difficulttweet
2415,eff365b5b5,last night of the day care  ,last day of the tv up fronts w our colleagues from sydney paris london ,difficulttweet
2416,53e1fc3b18, i wish can be there a m neutral , tweets i wish i could be there to give you the biggest hug right now i m so sorry i can t imagine how painful it must be,difficulttweet
2417,e52e2ecfc5,too a good time have , a bit too early for me and wanting to have nice lunch too have a good time,difficulttweet
2418,49c713c76d, is it where the started neutral , is it the bit where hollie started crying ,difficulttweet
2419,855545a974,went to after late night now too then the concert  neutral ,finally home after a night of dinner and drinking with friends going to sleep now hoping the bed doesn t spin too much ,difficulttweet
2420,e96601d516,wow positive ,wow heather,difficulttweet
2421,dd3d4c2edd,good do for and i positive ,time for school i m feelin good 5 am jogs do good aloha,difficulttweet
2422,cb7163bb37, ahhh when all neutral , then stop staying out all night,difficulttweet
2423,788e29ae5c,i ve , i jus listened 2 not okay it s nice i lik it i ve been thinkin abt thomas throughout e whole song luv ya,difficulttweet
2424,eaa096c532,i am glad it will be a great time t with know  neutral , i am soooo disapoointed i couldn t make it i will be there next time glad it was productive ,difficulttweet
2425,f602450df1,just joined twitter neutral ,just joined twitter hehe,difficulttweet
2426,63983dd792, finger , dubbs curse you igloo dwellers ,difficulttweet
2427,1981e74a66,hope positive you , hahahahahahahaha hope so i hope you ll like it,difficulttweet
2428,876bfcc38c,i positive , lee i loveee and missss my annie ,difficulttweet
2429,a8d61ff137,my stomach ,oh my ex room mate is moving out today,difficulttweet
2430,a375a16694,is sick negative ,is awake still feeling sick but i got the blog done at least ,difficulttweet
2431,f420223044,you positive ,take me with u eric,difficulttweet
2432,75b9768faf,so much today pretty negative ,today felt so much more crazy than it was i digg the new addition to the family there pretty cool,difficulttweet
2433,4c973ec65f,is positive ,random night of fun now im chillin at home happy mothers day ,difficulttweet
2434,f554f3fa53, i agree with your kids are the same neutral , i agree with come to canberra we are the raddest ,difficulttweet
2435,ae12877dcb, maybe indeed with i not looking neutral , skinny dipping with work colleagues maybe not i d never live it down with this lot ,difficulttweet
2436,101bf94294,it s last days to friday of  positive , finished listening to last days of krypton s audio book loved it so sad though ,difficulttweet
2437,a1b12787c2, a than we re and if as the at neutral , a rare treat b c we re rarely ap and at em that early but we may make opening bell at the pdx farmers mkt a new goal ,difficulttweet
2438,8645287c66, to kids on the negative ,dying to get my hands on the diagnosis murder dvd boxset but those pesky kids at amazon still won t deliver to zimbabwe,difficulttweet
2439,c8384a0df6,thank positive ,thank you all new first time japa dog customers twitter spreads the word we like new customers,difficulttweet
2440,60fbd17c2f,miss negative , i read that as follows i m a what what d i do yes she is rather simple i miss you dicks too ,difficulttweet
